;;;;;;;;;;;;"reported significance as indicated by eye-catcher (""stars""): 1 means p-value smaller than 0.01, 5 means p-value smaller than 0.05 and so on. If no significance reported, type in 0. Use German decimal seperator, i.e. "","" instead of "".""";"significance thresholds in the paper by which results are distinguished; e.g. if there are three thresholds <0.01, <0.05, <0.1, then S(10), S(5) and S(1) should contain 1 and S(0.1) and S(15) should contain zero";;;;;coder: HK for Henning Kosmalla and PP for Peter Pütz;cross-checked: yes (1) or no(0);;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;16;3;-0.016;0.006;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;16;4;-0.015;0.006;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;2;1;-0.210;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;2;2;-0.200;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;2;3;-0.180;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;2;4;-0.169;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;3;1;0.088;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;3;2;0.076;0.022;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;3;3;0.034;0.021;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;3;4;0.023;0.021;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;4;1;-0.026;0.020;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;4;2;-0.025;0.020;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;4;3;-0.026;0.020;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;4;4;-0.025;0.020;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;5;1;-0.142;0.017;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;5;2;-0.139;0.017;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;5;3;-0.140;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;5;4;-0.137;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;6;1;-0.221;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;6;2;-0.213;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;6;3;-0.216;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;6;4;-0.208;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;7;1;-0.208;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;7;2;-0.203;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;7;3;-0.217;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;7;4;-0.213;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;8;1;-0.268;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;8;2;-0.262;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;8;3;-0.265;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;8;4;-0.260;0.018;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;9;1;-0.004;0.001;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;9;2;-0.004;0.001;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;9;3;-0.002;0.001;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_A;9;4;-0.001;0.001;;;10;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_B;1;1;-0.067;0.005;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_B;1;2;-0.066;0.005;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_B;1;3;-0.066;0.005;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;2_B;1;4;-0.065;0.005;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;1;1;0.244;0.119;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;1;2;0.246;0.119;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;1;3;0.368;0.118;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;1;4;0.370;0.118;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;2;1;-0.173;0.020;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;2;2;-0.162;0.020;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;2;3;-0.170;0.020;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;3;2;4;-0.160;0.020;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;5;17;1;-0.109;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;5;17;2;-0.108;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;5;17;3;-0.105;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;5;17;4;-0.102;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;1;1;-0.095;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;1;2;-0.091;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;1;3;-0.101;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;1;4;-0.096;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;2;1;-0.117;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;2;2;-0.109;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;2;3;-0.120;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;2;4;-0.112;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;3;1;-0.11;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;3;2;-0.117;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;3;3;-0.099;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;3;4;-0.104;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;4;1;-0.122;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;4;2;-0.109;0.036;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;4;3;-0.118;0.036;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;4;4;-0.107;0.036;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;5;1;-0.131;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;5;2;-0.128;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;5;3;-0.145;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;5;4;-0.142;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;6;1;-0.116;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;6;2;-0.109;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;6;3;-0.123;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;6;4;-0.117;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;7;1;-0.123;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;7;2;-0.115;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;7;3;-0.136;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_A;7;4;-0.129;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;1;1;-0.033;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;1;2;-0.031;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;1;3;-0.034;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;1;4;-0.032;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;2;1;-0.037;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;2;2;-0.033;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;2;3;-0.040;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;2;4;-0.036;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;3;1;-0.038;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;3;2;-0.036;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;3;3;-0.034;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;3;4;-0.032;0.010;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;4;1;-0.036;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;4;2;-0.034;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;4;3;-0.039;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;6_B;4;4;-0.037;0.011;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;1;1;0.001;0.054;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;1;2;-0.017;0.054;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;1;3;-0.014;0.052;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;1;4;-0.030;0.052;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;2;1;-0.229;0.080;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;2;2;-0.192;0.080;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;2;3;-0.236;0.079;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;2;4;-0.201;0.079;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;4;1;-0.111;0.103;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;4;2;-0.073;0.103;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;4;3;-0.133;0.099;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;4;4;-0.097;0.099;;;0;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;5;1;-0.302;0.123;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;5;2;-0.308;0.125;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;5;3;-0.295;0.124;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;7;5;4;-0.297;0.124;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;1;1;-0.120;0.050;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;1;2;-0.120;0.050;;;5;0;1;1;1;0;PP;;;;
2011;American Economic Review;101.5;1933;Furman;4;2;2;0.516;0.474;;;10;0;1;1;1;0;HK;1;4729;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;1;4;-0.123;0.050;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;4;1;-0.098;0.048;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;4;2;-0.095;0.048;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;4;3;-0.109;0.047;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;8;4;4;-0.108;0.046;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_3;17;1;-0.091;0.034;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_3;17;2;-0.105;0.035;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_3;17;3;-0.114;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;1;1;0.139;0.030;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;1;2;0.052;0.025;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;1;3;0.136;0.031;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;1;4;0.059;0.025;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;2;1;0.212;0.041;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;2;2;0.120;0.032;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;2;3;0.225;0.041;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;2;4;0.119;0.033;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;5;1;0.143;0.029;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;5;2;0.062;0.024;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;5;3;0.145;0.030;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;5;4;0.065;0.024;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;6;1;0.198;0.046;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;6;2;0.091;0.036;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;6;3;0.217;0.046;;;1;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.3;504;Gorodnichenko;A_4;6;4;0.093;0.037;;;5;0;1;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;1;1;11.605;1.869;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;1;2;0.148;0.028;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;1;3;2.002;0.300;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;1;4;0.691;0.053;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;2;1;0.456;0.027;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;2;2;0.006;0.001;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;2;3;-0.083;0.004;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;11;2;4;-0.018;0.001;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;4;1;1;13.173;2.420;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;4;1;2;0.268;0.036;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;4;1;3;2.125;0.818;;;1;0;0;1;1;0;PP;;;;
2011;American Economic Review;101.5;1933;Furman;4;2;3;0.49;0.351;;;5;0;1;1;1;0;HK;1;2041;;
2009;Journal of Political Economy;117.4;668;Brown;5;1;1;14.945;1.977;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;1;2;0.295;0.028;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;1;3;2.118;0.562;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;1;4;0.570;0.140;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;2;1;4.756;2.042;;;5;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;2;2;0.071;0.026;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;2;3;-2.868;0.446;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;5;2;4;-0.578;0.108;;;1;0;0;1;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;1;1;0.117;1.495;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;1;2;0.005;0.044;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;1;3;-0.168;0.741;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;1;4;-0.115;0.171;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;2;1;1.365;1.546;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;2;2;0.030;0.042;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;2;3;-2.714;0.571;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;6;2;4;-0.749;0.142;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;7;1;1;-223.327;344.95;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;7;1;2;118.351;476.84;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;7;2;1;-1828.738;485.74;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;7;2;2;-1888.365;551.71;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;1;1;15.053;1.855;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;1;2;0.297;0.028;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;1;3;2.120;0.566;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;1;4;0.581;0.139;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;2;1;4.666;1.766;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;2;2;0.072;0.028;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;2;3;-2.793;0.379;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;2;4;-0.618;0.096;;;1;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;3;1;0.508;2.012;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;3;2;0.008;0.046;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;3;3;-0.167;0.701;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;668;Brown;8;3;4;-0.106;0.166;;;0;0;0;0;1;0;PP;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;1;3.448;1.579;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;2;0.388;0.609;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;3;3.221;1.050;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;4;2.802;1.085;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;5;3.376;1.308;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;1;6;4.499;2.359;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;1;4.708;1.588;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;2;1.676;0.625;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;3;3.587;1.148;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;4;3.391;1.218;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;5;4.134;1.478;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;2;6;4.529;2.655;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;1;5.496;1.585;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;2;2.381;0.647;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;3;4.616;1.146;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;4;4.391;1.219;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;5;5.446;1.525;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;3;6;8.228;2.619;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;1;4.515;1.576;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;2;1.728;0.711;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;3;3.365;1.287;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;4;3.359;1.379;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;5;4.169;1.715;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;4;6;6.971;2.793;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;1;5.117;1.594;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;2;2.665;0.716;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;3;3.531;1.318;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;4;3.105;1.407;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;5;3.890;1.757;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;5;6;6.824;2.760;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;1;4.880;1.578;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;2;2.510;0.752;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;3;4.506;1.413;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;4;3.391;1.477;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;5;4.276;1.842;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;6;6;6.946;2.802;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;1;5.674;1.578;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;2;3.375;0.839;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;3;4.292;1.528;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;4;3.950;1.570;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;5;5.038;1.993;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;7;6;7.306;3.185;;;;;;;;;;;;;
2009;Journal of Political Economy;117.4;745;Clark;1_A;8;1;5.575;1.620;;;;;;;;;;;;;
